Job ID;Job Title;Company Name;Publication Date;Location;URL;Job Type;Salary;Skills
4491330;Software Engineer;Confidential Company;10 days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4491330;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4560095;Software Engineer;Honeywell;30+ days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4560095;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4556430;Software Engineer III;Honeywell;30+ days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4556430;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4556428;Sr Software Engineer;Honeywell;30+ days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4556428;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4561671;Associate Software Engineer;TASC Outsourcing;30+ days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4561671;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4560042;Lead Software Engineer;Honeywell;30+ days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4560042;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4560055;Software Application Engineer II;Honeywell;30+ days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4560055;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591829;Custom Application Development implementation specialist;Ateca Consulting;2 days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591829;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591928;SENIOR CAD SPECIALIST;Parsons - United Arab Emirates;2 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591928;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591926;SENIOR CAD SPECIALIST;Parsons - United Arab Emirates;2 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591926;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4592496;Structural Engineer;RTC1 Recruitment Services;Yesterday;"Umm Al Qaiwain, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4592496;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591972;Structural Engineer;Young Engineering Consultancy Services;2 days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591972;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591930;BIM MODELER – DRY UTILITIES;Parsons - United Arab Emirates;2 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591930;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591931;DESIGN ENGINEER – DRY UTILITIES;Parsons - United Arab Emirates;2 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591931;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591773;Commercial application implementation specialist;Ateca Consulting;2 days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591773;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591375;ELECTRICAL ENGINEER;Parsons - United Arab Emirates;2 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591375;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4590068;SENIOR DESIGN ENGINEER;Parsons - United Arab Emirates;5 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4590068;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591361;UTILITY ENGINEER;Parsons - United Arab Emirates;2 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591361;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4591372;ESTIMATOR/QUANTITY SURVEYOR;Parsons - United Arab Emirates;2 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4591372;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4590070;LANDSCAPE/IRRIGATION ENGINEER;Parsons - United Arab Emirates;5 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=1?jobId=4590070;Full Time Employee;Unspecified;"['Qualifications: ', '·Minimum 3 years of experience in Web Applications / Software Development using Microsoft technologies.', '·Strong understanding of object-oriented programming.', '·Proficient in C#, ASP.NET web forms, ASP.NET MVC, Web API, WCF and WPF.', '·Strong knowledge of HTML5 and CSS3.', '·Strong knowledge of JavaScript, jQuery, Bootstrap, Understanding of AngularJS/KnockoutJS will be an added advantage.', '·Strong knowledge of MSSQL, knowledge of firebird will be an added advantage.', '·Knowledge of mobile applications development using PhoneGap or Xamarin will and be an added advantage.', '·Ability to analyze, design, develop and maintain ASP.NET applications.', '·Understanding of fundamental design principles for building a scalable application.', '·Experience creating database schema that represent and support business processes.', '·Technical high school diploma or university degree.', '·Complete fluency in English (written and spoken) with additional languages also preferred.', '·Able to prioritize and organize work with minimal supervision.']"
4590065;DOCUMENT CONTROLLER;Parsons - United Arab Emirates;5 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=2?jobId=4590065;Full Time Employee;Unspecified;"['What Required Skills You will Bring:', 'Diploma in related discipline with minimum 5 years of document control experience in an engineering design / consulting environment.Proficient keyboard skills and a working knowledge of MS Windows and related word processing, spreadsheet, and database software is required.\xa0Assignments will require a working knowledge of ACONEXGood written and oral communication, organizational, and interpersonal skills, as well as a demonstrated ability to interact effectively with project personnel and management.\xa0', '']"
4591081;Software Pre-Sales Consultant;GTS Corporate;2 days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=2?jobId=4591081;Full Time Employee;Unspecified;"['What Required Skills You will Bring:', 'Diploma in related discipline with minimum 5 years of document control experience in an engineering design / consulting environment.Proficient keyboard skills and a working knowledge of MS Windows and related word processing, spreadsheet, and database software is required.\xa0Assignments will require a working knowledge of ACONEXGood written and oral communication, organizational, and interpersonal skills, as well as a demonstrated ability to interact effectively with project personnel and management.\xa0', '']"
4591376;DIRECTOR OF LINE OF BUSINESS SYSTEMS;Parsons - United Arab Emirates;2 days ago;"Abu Dhabi, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=2?jobId=4591376;Full Time Employee;Unspecified;"['What Required Skills You will Bring:', 'Diploma in related discipline with minimum 5 years of document control experience in an engineering design / consulting environment.Proficient keyboard skills and a working knowledge of MS Windows and related word processing, spreadsheet, and database software is required.\xa0Assignments will require a working knowledge of ACONEXGood written and oral communication, organizational, and interpersonal skills, as well as a demonstrated ability to interact effectively with project personnel and management.\xa0', '']"
4591113;Manager IT Infrastructure;Elite Group;2 days ago;"Ras Al Khaimah, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=2?jobId=4591113;Full Time Employee;Unspecified;"['What Required Skills You will Bring:', 'Diploma in related discipline with minimum 5 years of document control experience in an engineering design / consulting environment.Proficient keyboard skills and a working knowledge of MS Windows and related word processing, spreadsheet, and database software is required.\xa0Assignments will require a working knowledge of ACONEXGood written and oral communication, organizational, and interpersonal skills, as well as a demonstrated ability to interact effectively with project personnel and management.\xa0', '']"
4591944;Programming Manager;TASC Outsourcing;2 days ago;"Dubai, UAE";https://www.bayt.com/en/uae/jobs/software-engineer-jobs/?page=2?jobId=4591944;Full Time Employee;Unspecified;"['What Required Skills You will Bring:', 'Diploma in related discipline with minimum 5 years of document control experience in an engineering design / consulting environment.Proficient keyboard skills and a working knowledge of MS Windows and related word processing, spreadsheet, and database software is required.\xa0Assignments will require a working knowledge of ACONEXGood written and oral communication, organizational, and interpersonal skills, as well as a demonstrated ability to interact effectively with project personnel and management.\xa0', '']"
